months_as_customer,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,vehicle_claim,auto_make,auto_model,fraud_reported
96.0,OH,100/300,500.0,1399.27,6000000.0,MALE,College,prof-specialty,hiking,wife,38900.0,-48700.0,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,1.0,?,0.0,0.0,YES,46760.0,Ford,Escape,0.0
121.0,IL,500/1000,1000.0,1061.98,6000000.0,FEMALE,JD,armed-forces,camping,unmarried,0.0,0.0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,1.0,NO,0.0,1.0,YES,50750.0,BMW,3 Series,0.0
176.0,OH,250/500,500.0,1365.46,4000000.0,MALE,College,armed-forces,sleeping,unmarried,0.0,-56600.0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,3.0,NO,2.0,1.0,NO,34440.0,Chevrolet,Silverado,0.0
159.0,IL,500/1000,1000.0,894.4,0.0,MALE,Associate,tech-support,camping,wife,0.0,-53700.0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,1.0,YES,2.0,0.0,NO,54670.0,Dodge,RAM,0.0
120.0,IN,250/500,500.0,956.69,0.0,FEMALE,Associate,priv-house-serv,movies,husband,39600.0,-64300.0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,1.0,?,1.0,1.0,YES,69680.0,Saab,92x,0.0
212.0,IN,500/1000,2000.0,1123.89,0.0,MALE,MD,priv-house-serv,video-games,unmarried,35400.0,-49200.0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,3.0,?,1.0,3.0,?,41220.0,Suburu,Forrestor,0.0
290.0,IL,100/300,500.0,1085.03,0.0,FEMALE,JD,sales,cross-fit,wife,0.0,-61000.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,3.0,YES,2.0,2.0,NO,45360.0,Audi,A3,1.0
299.0,OH,100/300,2000.0,1437.33,0.0,FEMALE,Associate,craft-repair,movies,wife,25000.0,0.0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,1.0,YES,1.0,3.0,NO,44800.0,BMW,3 Series,0.0
66.0,IL,250/500,1000.0,988.29,0.0,MALE,College,armed-forces,skydiving,own-child,0.0,0.0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,1.0,?,2.0,2.0,YES,47340.0,Suburu,Impreza,1.0
334.0,IL,500/1000,500.0,1238.89,0.0,MALE,Masters,protective-serv,sleeping,other-relative,0.0,0.0,Vehicle Theft,?,Minor Damage,,WV,1.0,?,0.0,3.0,NO,4320.0,Ford,Fusion,0.0
216.0,IN,100/300,1000.0,1384.64,5000000.0,FEMALE,Associate,tech-support,board-games,unmarried,0.0,0.0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,1.0,?,2.0,3.0,NO,38850.0,Jeep,Grand Cherokee,1.0
86.0,IN,100/300,2000.0,1595.07,0.0,MALE,PhD,transport-moving,hiking,unmarried,75800.0,0.0,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,1.0,YES,0.0,2.0,YES,47280.0,Jeep,Wrangler,0.0
429.0,OH,250/500,1000.0,1127.89,6000000.0,MALE,Associate,machine-op-inspct,skydiving,own-child,67400.0,-43800.0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,1.0,YES,2.0,0.0,YES,26320.0,Suburu,Forrestor,0.0
257.0,IN,500/1000,2000.0,929.7,6000000.0,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400.0,-74300.0,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,1.0,?,2.0,2.0,YES,47430.0,Mercedes,E400,0.0
15.0,IL,100/300,1000.0,1829.63,0.0,MALE,JD,tech-support,cross-fit,not-in-family,56700.0,0.0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,3.0,YES,1.0,0.0,?,49200.0,Audi,A5,0.0
230.0,IL,100/300,1000.0,904.7,7000000.0,FEMALE,MD,craft-repair,bungie-jumping,unmarried,68600.0,-22300.0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,1.0,?,1.0,3.0,NO,44520.0,Accura,TL,1.0
250.0,OH,500/1000,1000.0,1243.84,0.0,FEMALE,JD,tech-support,polo,own-child,47900.0,-73400.0,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,1.0,YES,1.0,3.0,NO,38940.0,Volkswagen,Jetta,0.0
270.0,IL,500/1000,2000.0,1030.95,0.0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,3.0,?,1.0,0.0,NO,25130.0,Audi,A3,1.0
65.0,IN,100/300,500.0,1285.03,3000000.0,FEMALE,High School,craft-repair,camping,unmarried,0.0,-41500.0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,1.0,NO,1.0,3.0,?,36540.0,Honda,CRV,0.0
475.0,OH,100/300,500.0,1216.56,0.0,MALE,Masters,adm-clerical,skydiving,own-child,67400.0,-83200.0,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,1.0,?,0.0,2.0,NO,58500.0,Suburu,Forrestor,0.0
77.0,IN,500/1000,2000.0,966.26,0.0,FEMALE,High School,adm-clerical,base-jumping,own-child,56400.0,-32800.0,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,3.0,YES,0.0,0.0,?,53760.0,Volkswagen,Passat,0.0
256.0,OH,100/300,500.0,1203.17,0.0,FEMALE,MD,prof-specialty,golf,unmarried,56700.0,-65600.0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,1.0,NO,0.0,0.0,?,46000.0,Nissan,Ultima,0.0
229.0,IL,250/500,2000.0,1212.12,0.0,FEMALE,MD,craft-repair,paintball,not-in-family,65600.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,3.0,YES,1.0,1.0,YES,51570.0,Ford,Fusion,0.0
110.0,OH,250/500,1000.0,1573.93,0.0,MALE,College,other-service,movies,other-relative,30400.0,0.0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,3.0,YES,0.0,2.0,?,43360.0,Suburu,Impreza,0.0
177.0,IL,100/300,1000.0,1609.67,0.0,MALE,College,adm-clerical,yachting,wife,0.0,-13200.0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,1.0,?,1.0,3.0,?,48300.0,Jeep,Grand Cherokee,1.0
292.0,OH,500/1000,500.0,1097.57,0.0,MALE,PhD,priv-house-serv,basketball,unmarried,0.0,0.0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,1.0,NO,1.0,0.0,YES,49360.0,Saab,93,0.0
451.0,IN,250/500,2000.0,1618.65,2000000.0,FEMALE,Associate,transport-moving,polo,unmarried,0.0,-42600.0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,3.0,YES,2.0,1.0,YES,54670.0,Chevrolet,Tahoe,1.0
61.0,IN,100/300,500.0,922.67,0.0,FEMALE,College,priv-house-serv,paintball,other-relative,47400.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,3.0,YES,2.0,1.0,?,46800.0,Toyota,Highlander,1.0
150.0,IN,100/300,1000.0,1342.02,0.0,MALE,MD,prof-specialty,polo,own-child,0.0,0.0,Parked Car,?,Trivial Damage,,VA,1.0,YES,0.0,2.0,NO,3600.0,Saab,93,0.0
283.0,OH,100/300,500.0,1195.01,0.0,FEMALE,Associate,sales,reading,own-child,60700.0,-54300.0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,3.0,NO,0.0,2.0,?,36600.0,Mercedes,ML350,1.0
291.0,OH,500/1000,1000.0,994.74,0.0,FEMALE,High School,adm-clerical,polo,own-child,0.0,-55300.0,Parked Car,?,Minor Damage,Police,SC,1.0,NO,2.0,2.0,YES,4340.0,Volkswagen,Passat,1.0
162.0,IN,100/300,1000.0,1050.24,0.0,FEMALE,Masters,adm-clerical,chess,wife,30700.0,0.0,Parked Car,?,Minor Damage,,NC,1.0,?,0.0,0.0,NO,2520.0,BMW,X5,1.0
154.0,IL,250/500,2000.0,1313.51,7000000.0,FEMALE,Masters,exec-managerial,dancing,own-child,68500.0,0.0,Vehicle Theft,?,Trivial Damage,,SC,1.0,?,2.0,0.0,?,2240.0,Volkswagen,Passat,0.0
289.0,OH,500/1000,2000.0,1102.29,0.0,FEMALE,Associate,adm-clerical,hiking,own-child,73000.0,-37900.0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,1.0,NO,1.0,0.0,YES,42000.0,Toyota,Highlander,0.0
10.0,IN,250/500,1000.0,1185.78,0.0,FEMALE,JD,craft-repair,yachting,wife,0.0,-60700.0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,1.0,?,0.0,2.0,?,35600.0,Accura,TL,1.0
309.0,IL,500/1000,500.0,1527.95,0.0,MALE,PhD,exec-managerial,hiking,other-relative,69400.0,0.0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,WV,4.0,YES,0.0,1.0,?,46680.0,Dodge,RAM,0.0
396.0,IN,100/300,1000.0,1366.39,0.0,MALE,High School,protective-serv,exercise,other-relative,0.0,-22400.0,Multi-vehicle Collision,Front Collision,Major Damage,Other,NC,3.0,YES,2.0,1.0,NO,35040.0,Saab,93,0.0
273.0,OH,500/1000,1000.0,1403.9,0.0,FEMALE,PhD,farming-fishing,dancing,own-child,0.0,0.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,2.0,?,1.0,2.0,YES,32080.0,Honda,Accord,0.0
129.0,IL,500/1000,2000.0,927.23,0.0,FEMALE,PhD,sales,video-games,husband,51500.0,0.0,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,1.0,NO,1.0,3.0,?,54080.0,Suburu,Forrestor,0.0
140.0,OH,250/500,2000.0,1554.86,6000000.0,FEMALE,JD,armed-forces,base-jumping,wife,59000.0,0.0,Parked Car,?,Minor Damage,,WV,1.0,YES,1.0,2.0,?,4760.0,Honda,Civic,1.0
419.0,IL,500/1000,2000.0,736.07,6000000.0,MALE,College,transport-moving,chess,unmarried,45700.0,0.0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,4.0,?,0.0,0.0,YES,46710.0,Suburu,Forrestor,0.0
315.0,IL,250/500,1000.0,974.16,6000000.0,FEMALE,Masters,sales,reading,other-relative,0.0,-56800.0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,3.0,?,1.0,0.0,YES,17010.0,Volkswagen,Jetta,0.0
72.0,OH,500/1000,500.0,973.8,0.0,FEMALE,Associate,craft-repair,exercise,own-child,0.0,-85900.0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,1.0,?,1.0,0.0,NO,52960.0,Dodge,Neon,0.0
32.0,OH,100/300,2000.0,1260.32,6000000.0,MALE,JD,other-service,polo,not-in-family,0.0,-79800.0,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,1.0,?,1.0,2.0,?,31850.0,Toyota,Corolla,0.0
230.0,IN,100/300,1000.0,1464.03,0.0,MALE,JD,transport-moving,sleeping,own-child,0.0,0.0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,3.0,?,2.0,0.0,?,44200.0,Audi,A3,0.0
157.0,OH,100/300,2000.0,617.11,0.0,MALE,College,other-service,reading,other-relative,0.0,-54100.0,Multi-vehicle Collision,Front Collision,Major Damage,Other,VA,3.0,?,1.0,2.0,NO,35560.0,Mercedes,E400,1.0
265.0,IN,250/500,2000.0,1724.46,6000000.0,FEMALE,Associate,craft-repair,sleeping,own-child,81800.0,0.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,3.0,?,1.0,3.0,?,35360.0,Audi,A5,0.0
47.0,IL,500/1000,500.0,1161.31,0.0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,64800.0,-24300.0,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,1.0,YES,1.0,3.0,?,45760.0,Chevrolet,Malibu,0.0
113.0,OH,250/500,2000.0,1091.73,0.0,MALE,PhD,exec-managerial,golf,not-in-family,36100.0,-42300.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,3.0,?,0.0,2.0,YES,38850.0,Nissan,Ultima,1.0
289.0,IL,250/500,2000.0,1209.07,0.0,MALE,JD,armed-forces,chess,unmarried,0.0,0.0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,1.0,YES,0.0,1.0,YES,43890.0,BMW,3 Series,1.0
254.0,IL,250/500,2000.0,1241.04,0.0,FEMALE,Masters,protective-serv,board-games,own-child,0.0,0.0,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,1.0,NO,2.0,2.0,YES,63770.0,Audi,A5,0.0
115.0,OH,500/1000,500.0,1757.21,0.0,MALE,High School,prof-specialty,base-jumping,wife,46400.0,0.0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,3.0,NO,1.0,0.0,YES,38220.0,Ford,F150,0.0
236.0,OH,250/500,1000.0,802.24,0.0,FEMALE,College,other-service,paintball,not-in-family,0.0,-62500.0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,1.0,NO,0.0,1.0,?,44560.0,Mercedes,E400,0.0
7.0,IN,500/1000,1000.0,1342.72,0.0,MALE,Associate,machine-op-inspct,camping,wife,0.0,-45300.0,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,1.0,?,1.0,2.0,?,48580.0,Honda,Accord,0.0
208.0,OH,100/300,2000.0,1209.41,5000000.0,MALE,JD,machine-op-inspct,base-jumping,wife,0.0,0.0,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,3.0,YES,0.0,1.0,?,39970.0,Nissan,Ultima,0.0
126.0,OH,500/1000,1000.0,1141.71,2000000.0,FEMALE,JD,priv-house-serv,sleeping,own-child,36700.0,-73400.0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,1.0,YES,1.0,2.0,?,40620.0,Suburu,Legacy,0.0
48.0,IL,100/300,500.0,1090.03,0.0,FEMALE,JD,exec-managerial,golf,unmarried,0.0,-51000.0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,1.0,YES,0.0,2.0,NO,33880.0,Saab,92x,0.0
297.0,IN,250/500,1000.0,1464.73,3000000.0,MALE,PhD,exec-managerial,golf,other-relative,54900.0,-36700.0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,3.0,?,0.0,0.0,NO,40040.0,Toyota,Highlander,0.0
160.0,OH,100/300,1000.0,1118.58,0.0,FEMALE,High School,prof-specialty,board-games,husband,0.0,-36600.0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,3.0,NO,2.0,1.0,NO,36190.0,Saab,95,0.0
406.0,OH,250/500,2000.0,1117.04,0.0,MALE,MD,exec-managerial,video-games,own-child,0.0,-42700.0,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,3.0,?,1.0,2.0,?,49140.0,Volkswagen,Jetta,0.0
157.0,IN,500/1000,500.0,1257.83,7000000.0,MALE,High School,farming-fishing,reading,own-child,40700.0,-41600.0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,4.0,NO,2.0,2.0,NO,33390.0,Accura,TL,1.0
146.0,OH,250/500,2000.0,1082.72,0.0,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,61400.0,-57500.0,Vehicle Theft,?,Minor Damage,,SC,1.0,YES,2.0,0.0,NO,4060.0,Accura,MDX,0.0
409.0,IN,100/300,1000.0,1191.8,6000000.0,MALE,High School,protective-serv,exercise,unmarried,55600.0,0.0,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,1.0,NO,1.0,0.0,?,54990.0,Ford,Fusion,0.0
252.0,IN,100/300,1000.0,1242.02,0.0,MALE,Masters,adm-clerical,dancing,wife,0.0,-28800.0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,1.0,YES,0.0,2.0,YES,52430.0,Jeep,Grand Cherokee,0.0
6.0,OH,250/500,500.0,1075.71,0.0,FEMALE,High School,prof-specialty,dancing,unmarried,0.0,-47400.0,Vehicle Theft,?,Trivial Damage,Police,WV,1.0,?,0.0,1.0,YES,2320.0,Saab,95,0.0
103.0,IN,100/300,1000.0,969.88,6000000.0,MALE,MD,armed-forces,exercise,own-child,0.0,0.0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,1.0,NO,1.0,0.0,YES,57690.0,Chevrolet,Malibu,0.0
369.0,OH,250/500,2000.0,1459.93,0.0,FEMALE,Masters,priv-house-serv,video-games,not-in-family,0.0,0.0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,2.0,YES,1.0,3.0,NO,56720.0,Jeep,Wrangler,0.0
261.0,IL,500/1000,1000.0,1245.61,0.0,MALE,MD,transport-moving,base-jumping,own-child,0.0,0.0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1.0,YES,1.0,0.0,?,41310.0,Ford,Escape,0.0
159.0,IN,100/300,2000.0,1462.76,0.0,FEMALE,College,craft-repair,skydiving,husband,69200.0,-36900.0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,3.0,YES,2.0,0.0,NO,32640.0,Mercedes,C300,1.0
344.0,IN,100/300,2000.0,1398.46,0.0,MALE,Associate,sales,skydiving,other-relative,0.0,0.0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,1.0,?,0.0,2.0,NO,60240.0,Audi,A5,0.0
437.0,OH,500/1000,1000.0,1269.64,0.0,FEMALE,College,armed-forces,cross-fit,unmarried,48800.0,0.0,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,1.0,NO,1.0,3.0,NO,61440.0,Chevrolet,Silverado,1.0
65.0,IN,100/300,500.0,1455.65,4000000.0,FEMALE,College,transport-moving,skydiving,wife,0.0,-66300.0,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,3.0,?,2.0,3.0,NO,55860.0,Honda,Civic,0.0
280.0,OH,500/1000,2000.0,1140.31,0.0,MALE,MD,adm-clerical,exercise,husband,29300.0,-64700.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,3.0,?,0.0,3.0,YES,33740.0,Toyota,Corolla,0.0
269.0,IN,500/1000,500.0,1330.46,0.0,FEMALE,High School,machine-op-inspct,sleeping,wife,54800.0,-64100.0,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,3.0,?,0.0,0.0,NO,17600.0,Suburu,Forrestor,0.0
275.0,OH,250/500,2000.0,1190.6,0.0,MALE,Masters,exec-managerial,camping,unmarried,0.0,-45300.0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,OH,1.0,?,1.0,3.0,YES,27510.0,Chevrolet,Silverado,0.0
265.0,OH,250/500,500.0,972.5,0.0,FEMALE,College,exec-managerial,cross-fit,unmarried,0.0,0.0,Vehicle Theft,?,Trivial Damage,,NC,1.0,NO,2.0,3.0,NO,2320.0,Ford,Escape,0.0
283.0,IN,100/300,2000.0,1161.91,0.0,FEMALE,Associate,adm-clerical,polo,not-in-family,0.0,-50400.0,Parked Car,?,Minor Damage,,WV,1.0,?,0.0,3.0,NO,3900.0,BMW,M5,0.0
84.0,OH,250/500,1000.0,1117.17,0.0,FEMALE,High School,machine-op-inspct,video-games,not-in-family,0.0,-29900.0,Parked Car,?,Trivial Damage,Police,SC,1.0,YES,2.0,0.0,YES,4960.0,BMW,3 Series,0.0
247.0,OH,250/500,2000.0,1101.51,0.0,FEMALE,College,farming-fishing,camping,not-in-family,64000.0,0.0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,3.0,NO,2.0,2.0,NO,46320.0,Chevrolet,Tahoe,0.0
56.0,IL,100/300,1000.0,1523.17,0.0,MALE,Masters,prof-specialty,movies,own-child,0.0,0.0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,PA,3.0,?,1.0,2.0,YES,70920.0,Jeep,Grand Cherokee,0.0
210.0,OH,500/1000,1000.0,984.45,0.0,MALE,Associate,armed-forces,paintball,unmarried,0.0,0.0,Vehicle Theft,?,Minor Damage,,NC,1.0,YES,1.0,2.0,?,6240.0,Dodge,RAM,0.0
108.0,OH,500/1000,2000.0,1257.0,4000000.0,FEMALE,High School,machine-op-inspct,basketball,unmarried,63900.0,-43700.0,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,1.0,NO,1.0,3.0,NO,44560.0,Suburu,Legacy,0.0
328.0,OH,500/1000,500.0,1434.51,0.0,FEMALE,Masters,transport-moving,bungie-jumping,wife,0.0,0.0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,1.0,?,0.0,2.0,YES,53580.0,Mercedes,ML350,0.0
186.0,OH,250/500,2000.0,1628.0,0.0,FEMALE,JD,priv-house-serv,exercise,unmarried,0.0,0.0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,1.0,YES,1.0,2.0,YES,38920.0,Jeep,Grand Cherokee,0.0
277.0,IN,500/1000,500.0,1412.31,0.0,MALE,High School,priv-house-serv,board-games,unmarried,0.0,0.0,Vehicle Theft,?,Trivial Damage,Police,NC,1.0,NO,1.0,3.0,NO,3500.0,Jeep,Wrangler,0.0
138.0,IL,250/500,500.0,1362.87,5000000.0,FEMALE,JD,exec-managerial,paintball,own-child,56900.0,-56900.0,Single Vehicle Collision,Side Collision,Minor Damage,Other,NY,1.0,NO,2.0,0.0,?,66330.0,BMW,X5,0.0
208.0,IN,100/300,1000.0,1134.68,0.0,FEMALE,College,tech-support,chess,husband,0.0,0.0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,1.0,NO,2.0,2.0,?,48510.0,Volkswagen,Jetta,0.0
147.0,IN,250/500,1000.0,1306.78,0.0,MALE,MD,prof-specialty,video-games,other-relative,0.0,0.0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,1.0,?,1.0,0.0,NO,47320.0,Toyota,Camry,0.0
8.0,IN,500/1000,500.0,1021.9,0.0,MALE,High School,handlers-cleaners,hiking,husband,0.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,1.0,?,0.0,0.0,?,63180.0,Toyota,Corolla,0.0
297.0,IN,100/300,1000.0,1538.6,0.0,FEMALE,MD,other-service,kayaking,wife,0.0,-54700.0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,1.0,?,0.0,0.0,?,42420.0,Ford,Fusion,0.0
150.0,IN,500/1000,1000.0,1354.5,0.0,MALE,Masters,machine-op-inspct,base-jumping,husband,52800.0,0.0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,3.0,?,0.0,3.0,YES,45360.0,Suburu,Forrestor,1.0
4.0,OH,500/1000,500.0,1282.93,0.0,FEMALE,College,exec-managerial,basketball,other-relative,0.0,0.0,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,4.0,?,0.0,0.0,?,48640.0,Chevrolet,Silverado,1.0
210.0,IL,500/1000,1000.0,1346.27,0.0,MALE,Masters,farming-fishing,cross-fit,not-in-family,44900.0,-91400.0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,1.0,NO,0.0,2.0,?,46560.0,BMW,X5,0.0
91.0,IN,100/300,1000.0,1338.4,4000000.0,FEMALE,High School,priv-house-serv,polo,own-child,63600.0,0.0,Single Vehicle Collision,Side Collision,Minor Damage,Police,NC,1.0,?,1.0,0.0,NO,47110.0,Nissan,Maxima,0.0
167.0,IL,100/300,1000.0,949.44,0.0,FEMALE,Masters,exec-managerial,camping,other-relative,0.0,-38400.0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,3.0,?,0.0,0.0,NO,52260.0,Mercedes,ML350,1.0
467.0,IN,500/1000,2000.0,977.4,0.0,MALE,Masters,transport-moving,bungie-jumping,own-child,82200.0,0.0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,1.0,YES,2.0,3.0,NO,38990.0,Nissan,Maxima,0.0
264.0,IN,250/500,2000.0,1181.46,10000000.0,FEMALE,JD,transport-moving,sleeping,other-relative,0.0,-67400.0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,OH,4.0,YES,1.0,2.0,YES,51030.0,Dodge,Neon,0.0
270.0,OH,500/1000,500.0,1187.53,0.0,FEMALE,PhD,priv-house-serv,yachting,not-in-family,83200.0,-53300.0,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,3.0,?,0.0,0.0,YES,44460.0,Saab,92x,0.0
310.0,OH,100/300,1000.0,845.16,0.0,FEMALE,Masters,priv-house-serv,base-jumping,other-relative,0.0,0.0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,1.0,YES,1.0,0.0,NO,42910.0,Audi,A5,1.0
143.0,IL,100/300,500.0,1442.27,0.0,MALE,College,priv-house-serv,exercise,wife,67900.0,0.0,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,1.0,?,2.0,3.0,YES,40950.0,Dodge,RAM,0.0
146.0,OH,100/300,2000.0,1276.43,0.0,MALE,Associate,priv-house-serv,skydiving,own-child,0.0,0.0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,1.0,?,0.0,3.0,?,46620.0,Honda,CRV,0.0
102.0,OH,250/500,500.0,1075.41,0.0,MALE,MD,machine-op-inspct,reading,wife,55200.0,0.0,Single Vehicle Collision,Side Collision,Total Loss,Police,PA,1.0,NO,1.0,0.0,NO,58720.0,Dodge,Neon,0.0
61.0,IL,100/300,500.0,1111.72,0.0,MALE,JD,exec-managerial,bungie-jumping,other-relative,54600.0,0.0,Single Vehicle Collision,Side Collision,Major Damage,Fire,PA,1.0,?,1.0,2.0,?,32550.0,Suburu,Legacy,0.0
255.0,OH,500/1000,2000.0,814.96,6000000.0,FEMALE,PhD,priv-house-serv,chess,not-in-family,68500.0,0.0,Parked Car,?,Trivial Damage,Police,NC,1.0,?,2.0,2.0,NO,4480.0,Mercedes,ML350,1.0
211.0,IL,500/1000,1000.0,1575.86,0.0,FEMALE,PhD,other-service,sleeping,own-child,0.0,0.0,Vehicle Theft,?,Trivial Damage,Police,WV,1.0,NO,1.0,1.0,NO,2320.0,Audi,A5,0.0
61.0,IN,250/500,1000.0,1115.27,0.0,MALE,JD,handlers-cleaners,polo,unmarried,0.0,-66000.0,Parked Car,?,Trivial Damage,,VA,1.0,YES,2.0,1.0,YES,4720.0,Nissan,Pathfinder,0.0
108.0,IN,500/1000,2000.0,1175.7,0.0,MALE,Masters,protective-serv,yachting,not-in-family,0.0,0.0,Single Vehicle Collision,Rear Collision,Total Loss,Fire,NY,1.0,NO,0.0,2.0,NO,44590.0,Dodge,Neon,0.0
303.0,OH,100/300,500.0,793.15,0.0,MALE,MD,tech-support,board-games,own-child,54600.0,-45500.0,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,3.0,NO,0.0,3.0,NO,54640.0,Dodge,Neon,0.0
152.0,IN,250/500,500.0,942.51,0.0,FEMALE,PhD,transport-moving,exercise,wife,0.0,0.0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,1.0,YES,0.0,0.0,?,44800.0,Suburu,Legacy,1.0
120.0,IN,500/1000,1000.0,1056.71,0.0,FEMALE,JD,protective-serv,paintball,not-in-family,77900.0,0.0,Parked Car,?,Minor Damage,,VA,1.0,NO,2.0,1.0,?,2610.0,Jeep,Grand Cherokee,0.0
144.0,IN,500/1000,2000.0,1255.68,6000000.0,FEMALE,Associate,sales,reading,other-relative,23600.0,-15600.0,Parked Car,?,Minor Damage,,NC,1.0,NO,0.0,0.0,?,5180.0,Dodge,Neon,0.0
